Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Nuova Fiat Punto;https://www.bmwpassion.com/forum/threads/nuova-fiat-punto.10909/page-9;20/11/2003 00:00;Luca318;;2000 aspirato 300cv ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ma ke dici ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ammenochè nn faccia 10000giri/minuto sarà un pò dura...penso sara un 2.0l turbo...nn aspirato ;Fiat;Punto;negativo;;;;;negativo;;negativo;;;;;
Consumi effettivi Lancer 18;https://forum.quattroruote.it/threads/consumi-effettivi-lancer-1-8.7213/page-2;21/09/2009 00:00;roby712;'salv potreste ragguagliarmi circa il comfort del modello 1.8 benzina anche col cambio cvt? precisamente intend alle alte velocità è silenziosa oppure il suono del motore è invadente?';l'ho portata sino a 185 e il suono motore non mi è parso affatto invadente però calcola che avevo lo stereo acceso come sempre al minimo è cosi silenzioso che molta gente mi diceva che sembrava spenta ho il cambio manuale x il cvt non so dirti x il resto è davvero confortevole veramente una gran macchina relativamente al prezzo se hai domande fai pure..... ;Mitsubishi;Lancer;positivo;;positivo;;positivo;;;positivo;;;;;
Panamera...interessante..;http://www.porschemania.it/discus/messages/453055/445890.html?1238114153;24/03/2009 01:14;lorenzo;;Vista di sfuggita mentre uscivo dal museo a Zuffenhausen: brutta.;Porsche;Panamera;negativo;;;negativo;;;;;;;;;
Nanjing-MG 7 Coupè & TF Coupè;https://www.bmwpassion.com/forum/threads/nanjing-mg-7-coup%C3%A8-tf-coup%C3%A8.43115/;23/05/2003 00:00;El Nino;'sono TP?';Hanno deciso di produrla.Faranno anche la TF Coupè: ;Nanjing;MG;positivo;positivo;;;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-236;31/01/2014 00:00;Kren2;"vecchioAlfista ha scritto: Se non err ne parlammo proprio in questo topic. Ma in oltre 200 pagin francament non saprei dove andare a cercarli... Credo che Fiat sia proprietaria quanto meno dell'area museale se non altro perché il ricorso contro il vincolo è stato presentato proprio da FGA SpA in quanto legittimata attiva. Fiat si lamenta del vincolo sulle auto facenti parte della collezione ed anche di quello apposto ""ai muri"". Riteng quind che la proprietà di quelli sia di FGA. I terreni adiacenti non lo so. Di certo in parte sono di proprietà di Finiper S.p.A. che ha costruito un mega centro commerciale in zona ex Alfa.... A proposito del ricorso contro il vincol si sa più niente? Tutto ancora fermo? Se non ricordo male la mossa toccava a fia senza che i suoi legali si muovano il ricorso rimane induscusso giusto? ' vecchioAlfista ha scritto: Se non err ne parlammo proprio in questo topic. Ma in oltre 200 pagin francament non saprei dove andare a cercarli... Credo che Fiat sia proprietaria quanto meno dell'area museale se non altro perché il ricorso contro il vincolo è stato presentato proprio da FGA SpA in quanto legittimata attiva. Fiat si lamenta del vincolo sulle auto facenti parte della collezione ed anche di quello apposto ""ai muri"". Riteng quind che la proprietà di quelli sia di FGA. I terreni adiacenti non lo so. Di certo in parte sono di proprietà di Finiper S.p.A. che ha costruito un mega centro commerciale in zona ex Alfa. 'Se non err ne parlammo proprio in questo topic. Ma in oltre 200 pagin francament non saprei dove andare a cercarli'";Tutto fermo. Naturalmente. Prego Maxetto ed il velinaro di porre subito la monostella. Non si sa mai che vi sfugga e poi vi tirino le orecchie.... ;Alfa Romeo;;negativo;;;;;;;;;;;;
filtro antipolline venga;https://forum.quattroruote.it/threads/filtro-antipolline-venga.82922/;31/10/2013 00:00;gufo59;;Ci dovrebbero essere le istruzioni sul libretto di uso e manutenzione mi sembra anche con foto per come fare....basta cercare la pagina giusta ;;;;;;;;;;;;;;neutro;
Punto contro Clio su Auto;https://www.autopareri.com/forums/topic/16233-punto-contro-clio-su-auto?&page=8#comments;17/10/2005 21:28;Guglielmo;;fiscalmente in certi paesi costa di più Clio però ! ! ! ;Renault;Clio;negativo;negativo;;;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-183;03/05/2013 00:00;giampi47;;Corretta sequenza foto = 6107 --- 6108 Attached files /attachments/1585553=25215-DSCF6107-Articolo su GIULIA T.I.- 4R del 1965-foto 3.JPG /attachments/1585553=25214-DSCF6108-Articolo su GIULIA T.I.- 4R del 1965-foto 4.JPG ;Alfa Romeo;;neutro;;;;;;;;;;;;
Cosa succede ad un motore quando gira senza olio?;https://www.autopareri.com/forums/topic/62976-cosa-succede-ad-un-motore-quando-gira-senza-olio?&page=2#comments;10/04/2017 16:31;danicube;;E che ci fai ? Sulla mia 156 è abbastanza impreciso ( sempre per difetto ad onor del vero ) e mai mi affiderei solo a lui. Seriamente che ci vuole a mettere un'astina ? ;Alfa Romeo;156;negativo;;;;;;;;;;negativo;negativo;
Clk63AMG Black Series vs Z06 vs 997 GT2;https://www.bmwpassion.com/forum/threads/clk63amg-black-series-vs-z06-vs-997-gt2.54922/;13/05/2007 00:00;Masamune;'almeno le figure e i numeri si potevano intuire ';Metto i link direttamentehttp://www.rennteam.com/showflat.php ? Cat=0&Number=399508&an=0&page=0&gonew=1#UNREAD ;;;neutro;;;;;;;;;;;;
Nuova Kia Rio 2011;https://forum.quattroruote.it/threads/nuova-kia-rio-2011.53302/page-124;15/05/2012 00:00;angibegi;'Ciao tudoros per la ruota di scorta ho utilizzato cerchione della Yaris (no ruotino) che però è 14 quindi ho rimediato una gommetta (185/65/14) poco più stretta della nostra ma sempre molto più larga e più sicura di un ruotino. Montata e collaudata sull'anteriore della Rio è OK. Lo sò che sul libretto c'è la misura del ruotin ma questa soluzione oltre che più sicura è anche più economica (30?). Altra notizia per i riottist procuratevi per tempo un blister di fusibili basso profilo (Lampa 2-3 ?) da tenere di scorta perchè in caso di necessità non facile reperirli neanche dall'elettrauto. Buona Rio a tutti';Sinceramente ho dei dubbi che il tuo ruotino sia più sicuro dal momento che il complesso cerchio + gomma ha un diametro ( credo notevolmente ) più piccolo dell'originale con conseguente squilibrio dell'assetto della vettura come ho già scritto constatato che la circonferenza di rotolamento e' diversa ti potrà dare problemi anche al sistema ESP/TC. Se ti si dovesse accendere l'apposita spia di malfunzionamento dopo una decina di chilometri percorsi con il ruotino adesso sai il perché ;Kia;Rio;negativo;;;;negativo;;;;;;;negativo;
Impianto elettrico;http://www.porschemania.it/discus/messages/10550/599731.html?1334426452;14/04/2012 19:44;porschezelo;;"Per impianti elettrici ""ad hoc"" per le nostre 356 consiglio vivamente questo sito... Ne parlano molto bene http://www.wiring-harness-wocheslander.com/eporsche356.html Saluti Luca";Porsche;356;positivo;;;;;;;;;;positivo;positivo;
Kia pro_cee'd GT M.Y. 2015;https://www.autopareri.com/forums/topic/50392-kia-pro_ceed-gt-my-2015?&page=2#comments;28/01/2013 11:07;Jack.Torrance;;La zona fendinebbia fa cacare... ;Kia;Proceed;negativo;;;molto negativo;;;;;;;;;
preoccupanti considerazioni su Lancia;https://www.autopareri.com/forums/topic/2675-preoccupanti-considerazioni-su-lancia;24/10/2003 17:50;DESMO16;;..soprattutto Nea che avrà un gravoso compito: quello di suonare la carica contro il management Fiat dimostrandogli che Lancia é ancora viva ed ha un pubblico in trepidante attesa ..speranza vana perché come vedi già in questo forum Taurus tenta in tutti i modi di convincerci che Alfa é un'auto elegante....caso mai Alfa sarà anche ( cioé in alcuni modelli ) un auto elegante ma non é certo la sua indole o vocazione naturale...tra un pò magari ci dirà che é anche di classe...qui si cambiano i connotati o le peculiarità secondo le proprie necessità secondo la politica intrapresa e già decisa da Fiat.. ..mi auguro d'altrocanto che Alfa si contrapponga a Bmw con efficacia ..é quello che spero anch'io...lo penso da molto tempo e lo già espresso anche le prime volte che navigavo nel forum di 4R..cioé Lancia é la vettura/marca adatta per rivaleggiare con Mercedes e soprattutto mettere in discussione l'equazione Mercedes=auto di prestigio nel senso di scalzarla dal trono che spesso le attribuiscono ( ingiustamente ) anche le persone comuni.. ..vediamo cosa succederà dopo lo sbarco di Alfa negli USA ( 2007 credo ) e soprattutto dopo che: Alfa= priorità 1A Fiat=priorita 1B...ci sia una priorità 1C di Lancia...almeno quello...in Fiat sottovalutano la questione Lancia ma secondo me proprio su questo punto si giocano la carta della serietà al di là di tutto anche delle splendide macchine che stanno progettando ;Lancia;;positivo;positivo;;;;;;;;;;;
E' arrivata [159 SW TI];https://www.autopareri.com/forums/topic/28334-e-arrivata-159-sw-ti?&page=10#comments;18/08/2008 18:49;Alfa_JTD;;"3.0 6L 231 cavalli trazione integrale e cambio automatico. E fa i 9 con un litro in centro in Torino ? Bhe ottimo...fai conto che una 159 2.4 Mjet 210cv manuale TA consuma praticamente uguale in centro abitato urbano. Ovvio che nessuno ha inventato il moto perpetuo quello che è un pò ""inefficente"" sul 2.4 JTDm è che non è normale fare gli 11 con un litro in autostrada a velocità codice di 130 - 140 km/h indicati. ";Alfa Romeo;159;positivo;;;;;;positivo;neutro;;;;;
Cayenne Pick-up;https://www.bmwpassion.com/forum/threads/cayenne-pick-up.55000/;19/02/2007 00:00;luigi83;;http://www.autoblog.it/post/11371/porsche-cayenne-pick-up-concept ;Porsche;Cayenne;neutro;;;;;;;;;;;;
Lampadine a LED - Potenzialmente ILLEGALI le aftermarket;https://www.autopareri.com/forums/topic/23863-lampadine-a-led-potenzialmente-illegali-le-aftermarket?&page=2#comments;16/06/2007 10:16;DESMO16;;..parlavo di lampade anteriori: tempo fa qualcuno aveva linkato un sito dove ce n'erano diverse ma non ricordo quali attacchi avessero. ;;;neutro;;;;;;;;;;neutro;neutro;
Kia Venga o Chevy Cruze?;https://forum.quattroruote.it/threads/kia-venga-o-chevy-cruze.52979/page-2;11/07/2011 00:00;casper1975;;L'intento del forum era quello di dire la sua su l'una o su l'altra auto - SENZA NESSUN INTENTO PERSECUTORIO. Poi per quanto riguarda i consumi quando vai con il tuo gioiellino fiammante a fare rifornimento porta con te il quattroruote e chiedi spiegazioni al benzinaio. Per il resto credo che la CRUZE non tenga il confronto con BMW serie 3 Alfa 159 e/o Audi A/4. L'unica con le quali si può confrontare sono le auto del segmento B - ripeto - sia per i consumi che per lo SPAZIO ( per la CRUZE è ridotto sia per i passeggeri che per il bagagliaio - p.s. prova personale altezza 1 83 ) . La CRUZE al momento resta solo un'accattivante proposta commerciale ( in termini di prezzo ) . Cordialità ;Chevrolet;Cruze;neutro;negativo;neutro;;;;neutro;;;;;;
Mondiale F.1 - GP d'Inghilterra 2018;https://forum.quattroruote.it/threads/mondiale-f-1-gp-dinghilterra-2018.117288/page-18;14/07/2018 00:00;pilota54;"""Hai perfettamente ragion ma onestament lo erano anche nelle passate stagioni. Un paio d'anni fa Force India dovette farsi anticipare contanti da Bernie per poter saldare i fornitori e poter partecipare alle gare. Sui conti della Williams non so bene ma anche loro non hanno mai navigato in buone acque.""";Si ma la Sauber senza l'intervento di Alfa Romeo avrebbe chiuso i battenti alla fine dello scorso anno. Il motore 2016 che avevano nel 2017 penso che glielo abbiano quasi regalato........ Discorso diverso per la Haas che ha una buona situazione economica pur se credo sostenuta anche da uno sponsor di Grosjean. ;Alfa Romeo;;positivo;;;;;;;positivo;;;;;
COnfronto sportive: Z4 Coupè-350Z-Brera-TT;https://www.bmwpassion.com/forum/threads/confronto-sportive-z4-coup%C3%A8-350z-brera-tt.29879/;13/07/2004 00:00;Vegeta330;'Tutti a osannare il 350 poi puntualmente non la compra nessuno.';http://www.autoblog.it/post/5445/audi-tt-contro-bmw-z4-nissan-350z-alfa-brera Non male ! ;BMW;Z4;positivo;;;;;;;;;;;;
MINI Paceman M.Y. 2014;https://www.autopareri.com/forums/topic/48591-mini-paceman-my-2014?&page=10#comments;26/06/2014 13:05;Touareg 2.5;;Prezzi : Costa qualcosina in meno rispetto all precedente MY. ;Mini;Paceman;positivo;;;;;;;;;;;;
I futuri benzina Alfa Romeo: TBi & V6 (Riassunto a Pag.1);https://www.autopareri.com/forums/topic/23873-i-futuri-benzina-alfa-romeo-tbi-v6-riassunto-a-pag1?&page=40#comments;24/10/2007 20:18;simonepietro;;a meno che non arrivino di nuovo dall'emisfero australe dove pare abbiano hanno dato il là alla holden torana il cui prototipo usava un HF biturbo. Poi con calma i v6 di martinelli ;Alfa Romeo;neutro;;;;;;;;neutro;;;;;
Consumo CRV diesel VS hybrid;https://forum.quattroruote.it/threads/consumo-crv-diesel-vs-hybrid.121415/;06/03/2019 00:00;Streamliner;'Ma per me che sono un mangia chilometri non va.Completamente delus come tutte le ibride provate.Però in città questo crv è ottimo.';Dovresti provare qualcosa come una GS450h... Vero che questo powertrain Honda sembrerebbe quasi ideale in città e nel traffico pare una delle migliori soluzioni disponibili prima di arrivare alle plug-in ed alle elettriche pure. Ma ovviamente la coperta tecnicamente è corta non si può avere tutto. Per un'auto da famiglia senza particolari velleità dinamiche come la CR-V mi pare un'opzione interessante anzi considerando consumi e guida cittadina parecchio. Per uno come me che fa praticamente l'80% dei chilometri in città ( purtroppo ) la vedrei molto azzeccata per un macina km autostradale sembrerebbe di no... Sono curioso di provarla comunque anche perché lo schema tecnico è davvero originale. ;Honda;CR-V;positivo;;;;positivo;;;positivo;;;;;
Fiat 500 o Lancia Fulvia Coupe?;https://www.bmwpassion.com/forum/threads/fiat-500-o-lancia-fulvia-coupe.30457/;24/11/2004 00:00;dot.miglio;;Questa dicesi botta di culo... arrivo dal gommista stasera guardo nella solita bacheca...e... un ragazzo vende una Fiat 500 del '72 e una Lancia Fulvia Coupe del '73 entrambe bianche se riesco sabato vado a vederle una delle due vorrei portarmela a casa...chiede 4500 euro per la 500 e 4800 euro per la Fulvia ma qualcosa si dovrebbe riuscire a tirare...Voi a cosa puntereste tra le due ? ;Fiat;500;neutro;;;;;;;;;;;;
Peculiarità del CVT o problema Forester?;https://forum.quattroruote.it/threads/peculiarit%C3%A0-del-cvt-o-problema-forester.106935/;05/11/2016 00:00;SUBmARine U-14;'nuovo felice possessore di una Subaru Forester';B o D ? ;Subaru;Forester;neutro;;;;;;;;;;;;
Superlativa: Aston Martin V12 Vantage RS;https://www.bmwpassion.com/forum/threads/superlativa-aston-martin-v12-vantage-rs.56681/;23/06/2005 00:00;csl;;Aston Martin V12 Vantage RSVenerdì 14 Dicembre 2007Class is not water. Traduzione maccheronica ma su misura per Aston Martin per il nuovo Centro Stile e per la nuova concept superbombardata ma sempre terribilmente stylish.FIOCCO ROSA Quale modo migliore per festeggiare il nuovo Design Studio Aston Martin se non con una nuova concept ? In 119 giorni a Gaydon è nato il nuovo regno di Marek Reichman il simpatico ragazzone che dopo aver contribuito al disegno della Rolls-Royce Phantom ora si dedica a plasmare le forme delle Aston Martin. Un nuovo Design Studio elegante ed ecocompatibile pronto ad accogliere nuove sinuose inglesine. DIETA A PUNTI La prima concept è una versione superbombardata della V8 Vantage tanto bombardata da trovarsi obbligata a cambiare il nome in V12 Vantage RS. Il cofano è lungo ma ora ospita altre due file di cilindri per un totale di 12 ovvero il motore della DBS. Settanta chilogrammi in più di motore ma settanta chilogrammi in meno nel peso complessivo per un totale inferiore ai 1600 chilogrammi. Una efficace dieta a punti quelli che la V12 Vantage RS spera di collezionare sui circuiti contro Ferrari 430 e Lamborghini Gallardo nei campionati GT. Una dieta a base di fibra di carbonio: come per la DBS cofano e coperchio baule si alleggeriscono con la preziosa fibra. BOCCATA D’ARIA Il V12 sposta la distribuzione dei pesi con il 52% sull’anteriore e per combattere la concorrenza i cavalli diventano 600 e il cofano è forato come la maschera di un burqa per far respirare a dovere la popolosa mandria equina che stretta nel vano motore della V8 Vantage rischia l’ipossia. L’aumento di potenza rispetto al V12 della DBS nasce dall’esperienza nelle corse e il V12 ha lubrificazione a carter secco alberi a camme e teste nuovi pistoni forgiati e collettori ottimizzati nella lunghezza. La potenza massima è raggiunta a 6250 giri e a 5000 giri la coppia massima sfiora il tetto dei 700 Nm con 690 Nm. Rapporto potenza/peso da campionessa con 375 cavalli per tonnellata in grado di garantire lo 0-100 in 4 secondi e la prova 0-160 km/h in 8 5 secondi.IN PUNTA DI MATITA L’aerodinamica si fa più spinta ma sempre in perfetto stile Aston Martin con minigonne ben integrate baffo in carbonio anteriore e estrattore più marcato al posteriore. Per la stabilità un’ala discreta esce dalla coda soltanto quando serve e nel paraurti anteriore sono ricavate le prese d’aria per ventilare i giga-dischi dei freni carboceramici. All’interno carbonio a volontà e alcantara coordinato con il color nuvola perlato della carrozzeria sedili racing monoscocca con cinture a cinque punti e una scala tachimetrica tarata sui 330 chilometri orari di massima. Per ora è una concept realizzata dal reparto speciale di Aston Martin Special Vehicle Operation e la matita di Marek ma prima della prossima estate la V12 Vantage RS potrebbe mostrarsi nella sua versione definitiva. http://motori.alice.it/auto/concept_car/astonmartinv12vantagers_concept.html ;Aston Martin;Vantage;neutro;positivo;;;neutro;neutro;;neutro;;;;;
Duster benzina o diesel?;https://forum.quattroruote.it/threads/duster-benzina-o-diesel.65041/;10/05/2012 00:00;NEWsuper5;'Grazie per le vostre opinion preponderanti sul 5 dc sulla cui bontà se ne potrebbe parlare a lungo..... Sarebbero altrettanto gradite delle considerazioni per il 6 benzina su longevit consum eventuali guasti ricorrent e compatibilità trasformazione a gas ecc. Un saluto.';il 1600 benzina dovrebbe tollerare aabbastanza bene il gas. sulla logan mcv non mi pare di aver letto lamentele e molti utenti qui hanno passato i 100mila km. consuma molto ed è un pò fiacco ma a quanto pare piuttosto affidabile. se stai vicino ai 10mila km annui e non viaggi sempre a pieno carico può andar bene specie sulla trazione anteriore. nel tuo caso però i 100km al giorno tendono decisamente al diesel. e la duster base è proprio base base....e ben poco personalizzabile. ha solo il servosterzo 2 airbag e i 5 poggiatesta non puoi montare nemmeno il clima optional. gli unici optional sono la ruota di scorta e le barre sul tetto. e si può avere solo bianca o blu pastello. consiglio la ambiance con qualcosina in più ( tra cui la chiusura centralizzata ) e la possibilità di avere almeno il clima. ;Dacia;Duster;neutro;;negativo;neutro;;negativo;negativo;positivo;;;negativo;;
acquisto volvo xc 70 d4 geartronic polar;https://forum.quattroruote.it/threads/acquisto-volvo-xc-70-d4-geartronic-polar.107682/;17/12/2016 00:00;tommytt;'Sono sui 30 mila all anno Diciamo che non è che cerco di fare i 20 km litro Però volevo capire se arrivò sui 15 km litro Perché molti mi dicono che fa 11 Io faccio prettamente autostrada e tangenziale';15 li fai se non superi i 100/ 110. A 130 stai sui 13 parlo sempre di Cdb. Tieni conto che prenderla awd significa avere ivecchi 5 cilindri e cambio 6 marce con ulteriori impatti negativi sui consumi. In sostanza ti dire assolutamente fwd. ;Volvo;xc70;neutro;;;;neutro;;negativo;negativo;;;;;
996 GT3 MK1;http://www.porschemania.it/discus/messages/492693/721901.html?1427451319;17/01/2015 10:33;gilles82;;http://www.subito.it/auto/porsche-996-gt3-mk-ii-clubsport-varese-100760927.htm;Porsche;996;neutro;;;;;;;;;;;;
Vi piacciono questi  cerchi sul cayenne?;http://www.porschemania.it/discus/messages/22971/583817.html?1320013070;29/10/2011 18:24;ag4ever;;Cavolo Davide si si sono stupendi... Li metterei anch'io ) ;Porsche;Cayenne;positivo;;;molto positivo;;;;;;;;;
Consiglio acquisto Fiesta;https://forum.quattroruote.it/threads/consiglio-acquisto-fiesta.119841/;12/12/2018 00:00;al123;'In generale è una buona macchina . Molti possessori ne sono soddisfatti e la nuova è carina. Il motore se è sempre il solito aspirato che gira dovrebbe essere affidabile quantomeno semplice';Si è il 1.1 3 cilindri disponibile in due tagli di potenza ( 70 85 ) . È una macchina che mi trasmette qualità e per questo sarei indirizzato su questa vettura. Sono solo un po’ scettico.. forse anche la paura che mi capiti un auto come la ypsilon ;Ford;Fiesta;positivo;positivo;;;;;;positivo;;;;;
Online il sito dell'ecobonus per auto elettriche;https://www.forumelettrico.it/forum/online-il-sito-dell-ecobonus-t4943-30.html?sid=053f872f8b7b19de0856815c966834f2&sid=053f872f8b7b19de0856815c966834f2;28/03/2019 14:18;Anlagi;;non capisco però come alcune case automobilistiche possano anticiparlo.O sono loro sveglie o avventate o sono le altre che sono troppo prudenti.Oppure qualcuno ha già una bozza del decreto che è in mano alla corte dei conti.;;;neutro;;;;;;;;;;;;
Seconda marcia su 996 manuale;http://www.porschemania.it/discus/messages/10548/743115.html?1433939305;09/06/2015 23:32;99esse;;Sostituzione olio cambio mai fatta ? Io ho cambiato l'olio di recente ( mai fatto nei 13 anni di vita della mia ) ed il cambio - in tutte le marce - ha innesti pi\xf9 precisi. Ciao Stefano;Porsche;996;neutro;;;;neutro;;;;;;;positivo;
Ad Arese l'8 chi c'è?;https://www.autopareri.com/forums/topic/15734-ad-arese-l8-chi-c%C3%A8?&page=7#comments;10/10/2005 05:16;ACS;;no no... io molto meglio ero tutto solo non c'era + nessuno intorno e ci siamo fatti un bel giro x le stradine dello stabilimento... Anche di quelle foto ho un mini video xò non so come postarlo provo con imageshack ? ? Naa se mi mandi una mail te lo invio... ok ? ? ;;;neutro;;;;;;;;;;;;
I futuri benzina Alfa Romeo: TBi & V6 (Riassunto a Pag.1);https://www.autopareri.com/forums/topic/23873-i-futuri-benzina-alfa-romeo-tbi-v6-riassunto-a-pag1?&page=131#comments;13/09/2008 10:47;ACS;;Appunto qualche tempo fa... anche Alfa qualche tempo fa offriva il 2500 :D:D Bmw ormai ha solo il 3000 L6 anche quando li chiama 128 o 325/28 Audi ha ancora il 2 4/2 7 effettivamente. ;Alfa Romeo;;neutro;;;;;;;neutro;;;;;
Erede di 159...;https://www.autopareri.com/forums/topic/28868-erede-di-159?&page=46#comments;30/07/2008 08:49;AndreaB;;OT ...ma se qui si continua a dire che le prime 156 erano peggio delle ultime 155.... mettetevi d'accordo...... /OT ;Alfa Romeo;159;negativo;;;;;;;;;;;;
Andare in officina BMW è da pazzi!!!!;https://www.bmwpassion.com/forum/threads/andare-in-officina-bmw-%C3%A8-da-pazzi.79490/;26/04/2008 00:00;twinturbofan;;ragazzi oggi sono passato in una concessionaria BMW quella si san donato a milano...be dovevo aquistare delle cose che mi servivano una volta prese ho chiesto per curiosità quanto costasse una diagnosi della centralina...ragazzi il tipo ha iniziato a dirmi: ALLORA QUI RAGIONIAMO A ORE ( e ci sta ) ANDIAMO SUI 60€ L'ORA ( io già lo guardavo male ) .....Alchè io gli chiesi quanto ci mettono per tale operazione e la sua risposta fu:E SAI CI POSSONO METTERE INTORNO ALLE DUE RIPETO 2 ORE....e io gli dico ( ormai con il fuoco nelle vene ) ma per attaccare uno spinotto e schiacciare un tasto ci vuole così tanto ? e lui sapete che ha detto ? SAI PER IL TEST CI POSSONO VOLERE ANCHE 5 ORE...guardate sono uscito e gli ho detto: FAI COME SE IO NON TI AVESSI DETTO NULLA ANZI COME SE NON FOSSI NEANCHE VENUTO ! ! ! ecco questo mi ha fatto capire che li non ci andrò ne ora ne mai ! ! ! ! mi sarei vergognato più io a dire ad un cliente una stronzata del genere che quello che gli ho detto io quando sono uscito dall'officina ! ! ! questo non è il modo di trattare le persone...vuoi mangiare pure su una diagnosi neanche una delle marche di auto più scadenti sul mercato ci penserebbe di mangiare su una diagnosi ! ! ! ! ! ;BMW;;negativo;negativo;;;;;;;;;;;molto negativo
La leon alla fine ha trainato la Seat anche in italia +27% annuale;https://forum.quattroruote.it/threads/la-leon-alla-fine-ha-trainato-la-seat-anche-in-italia-27-annuale.93297/;13/02/2015 00:00;f_cava;;Per me VW Italia sta affossando Seat Italia per non dare fastidio agli altri modelli. A me piacerebbe una station con un motore 130-140cv con DSG. In seat Italia non c'è niente mentre in Spagna ( dove forse le altre auto del gruppo sono meno diffuse ) c'è il 1.4 turbo da 150cv Per chi fa pochi km ma vuole comunque un'auto che non sia troppo seduta o si spendono quei 2-4.000 euro in più per altri modelli del gruppo o si passa al diesel. O a modelli di altre case. Anche sull'altea hanno tolto da molto il 1.8TFSI ( che ha mio padre ) ... Maledetto downsize.... Un bel 6L o V6/V8 ;Seat;Leon;negativo;;;;;;;negativo;;;;;
"Alfa Romeo ""Unica"" - allestimenti extraserie";https://www.bmwpassion.com/forum/threads/alfa-romeo-unica-allestimenti-extraserie.48343/;19/05/2006 00:00;Kixolo;;"Alfa Romeo ritorna al Salone Internazionale di Francoforte con un nuovo stand di forte impatto scenografico che mette in risalto il design sinuoso delle sue vetture. Realizzata con materiali preziosi e innovativi l’area espositiva si contraddistingue per l’alternarsi del bianco e del nero che unito al rigore e all’essenzialità del progetto concorre a ricreare un’atmosfera sofisticata che bene rappresenta la tecnologia e l’eleganza italiana.Immerso in questa suggestiva scenografia dunque il pubblico scopre il mondo Alfa Romeo e in particolare il Programma di Personalizzazione “Alfa Unica” che è il principale focus dello stand. Infatti tutte le vetture esposte al Salone propongono alcuni elementi di questa nuova offerta del Marchio ed espressione del miglior Made in Italy che permette di rendere ancora più esclusiva la propria vettura. Commercializzata da alcuni mesi sull’intera gamma “Alfa Unica” nasce dall’esperienza di Alfa 8C Competizione e si sviluppa attraverso tre aree tematiche: ""Vintage” ""Collezione"" e “TI”. La prima linea reinterpreta con eleganza e modernità la tradizione Alfa Romeo sia nei colori di carrozzeria sia nelle sellerie confezionate con cura artigianale. Il catalogo ""Collezione"" invece propone ai clienti un’esplorazione nel mondo della moda e dell’eleganza come dimostrano materiali pregiati inserti in metallo e colori laccati multistrato della carrozzeria. Infine la linea “TI” rende omaggio alla tradizione sportiva Alfa Romeo dove lo sport e le competizioni hanno sempre avuto un ruolo fondamentale per lo sviluppo di tecnologie d’avanguardia offrendo assetto ribassato impianto frenante potenziato cerchi in lega e pneumatici ad alte prestazioni.Per rendere ancora più originale lo stand le pedane su cui sono esposte le vetture hanno colori specifici per ciascuna delle tre aree di “Alfa Unica” mentre una zona dedicata consente di approfondire in modo interattivo la conoscenza del Programma di Personalizzazione attraverso schermi e postazioni multimediali. ";Alfa Romeo;;positivo;positivo;;;;;;;;;;;
Panda e 500 - addio diesel;https://forum.quattroruote.it/threads/panda-e-500-addio-diesel.118984/page-2;22/10/2018 00:00;giuliogiulio;'Be il progetto Fabbrica Italia ha funzionato alla grand almeno fino al 2017. Da 400.000 autoveicoli prodotti in Italia nel 2013 si è passati a oltre 1 milione nel 2017.';E' stato un fuoco di paglia. Vedremo ahimè il 2018. C'è solo Melfi che va. Sul resto il nulla. E Torino è quella che se la passa peggio ;Fiat;;negativo;negativo;;;;;;;;;;;
Abarth 124 Spider 2016;https://www.autopareri.com/forums/topic/60649-abarth-124-spider-2016?&page=99#comments;14/08/2017 10:54;poliziottesco;;@pennellotref@Beckervdo@Jack.Torrance non ho zuccato contro le rotatorie per fortuna. Ho avuto una qualche confronto con la scorpioncina notando una attitudine a sculare anche in ingresso ?? ;Abarth;124 Spider;positivo;;;;;positivo;;;;;;;
Ktm X-bow;https://www.bmwpassion.com/forum/threads/ktm-x-bow.36225/;04/12/2003 00:00;giacomastro;'Intanto la KTM ha un motore da auto e non da moto come la Westfield. Poi probabilmente sono omologate in modo divers molte auto inglesi sono omologate con deroga per esemplari unici o produzioni limitatissime.';Possibile che nessuno abbia ancora parlato di questo giocattolino ? ? ? da: Autoblog.it A 40.000 euro hai un MOSTRO ! ! ! E' bellissima... ;KTM;X-bow;positivo;positivo;;positivo;;;;;;;;;
